,start_time,end_time,instrument,note,start_beat,end_beat,note_value,id,length,id_cat
2882,229958.09523809524,261165.7142857143,1,64,6.0,0.989583333333,Quarter,2490,8306939,59
2883,229958.09523809524,261165.7142857143,1,36,6.0,0.989583333333,Quarter,2490,8306939,59
2884,229958.09523809524,261165.7142857143,1,48,6.0,0.989583333333,Quarter,2490,8306939,59
2885,229958.09523809524,261165.7142857143,1,52,6.0,0.989583333333,Quarter,2490,8306939,59
2886,229958.09523809524,261165.7142857143,1,55,6.0,0.989583333333,Quarter,2490,8306939,59
2887,261351.11111111112,282156.55328798183,1,30,7.0,0.489583333333,Eighth,2490,8306939,59
2888,261351.11111111112,282156.55328798183,1,42,7.0,0.489583333333,Eighth,2490,8306939,59
2889,261351.11111111112,282156.55328798183,1,50,7.0,0.489583333333,Eighth,2490,8306939,59
2890,261351.11111111112,282156.55328798183,1,57,7.0,0.489583333333,Eighth,2490,8306939,59
2891,261351.11111111112,282156.55328798183,1,62,7.0,0.489583333333,Eighth,2490,8306939,59
2892,312063.49206349207,344014.5124716553,1,30,9.0,0.989583333333,Quarter,2490,8306939,59
2893,312063.49206349207,344014.5124716553,1,50,9.0,0.989583333333,Quarter,2490,8306939,59
2894,312063.49206349207,344014.5124716553,1,42,9.0,0.989583333333,Quarter,2490,8306939,59
2895,312063.49206349207,331011.3378684807,1,62,9.0,0.739583333333,Dotted Eighth,2490,8306939,59
2896,331382.49433106574,344014.5124716553,1,57,9.75,0.239583333333,Sixteenth,2490,8306939,59
2897,344200.27210884355,409773.4240362812,1,55,10.0,1.98958333333,Half,2490,8306939,59
2898,344200.27210884355,409773.4240362812,1,29,10.0,1.98958333333,Half,2490,8306939,59
2899,344200.27210884355,409773.4240362812,1,41,10.0,1.98958333333,Half,2490,8306939,59
2900,344200.27210884355,394169.61451247166,1,60,10.0,1.48958333333,Dotted Quarter,2490,8306939,59
2901,344200.27210884355,409773.4240362812,1,50,10.0,1.98958333333,Half,2490,8306939,59
2902,394355.3741496599,409773.4240362812,1,59,11.5,0.489583333333,Eighth,2490,8306939,59
2903,409959.1836734694,429278.1859410431,1,60,12.0,0.989583333333,Quarter,2490,8306939,59
2904,409959.1836734694,429278.1859410431,1,55,12.0,0.989583333333,Quarter,2490,8306939,59
2905,409959.1836734694,429278.1859410431,1,52,12.0,0.989583333333,Quarter,2490,8306939,59
2906,409959.1836734694,429278.1859410431,1,40,12.0,0.989583333333,Quarter,2490,8306939,59
2907,429463.9455782313,449897.50566893426,1,62,13.0,0.989583333333,Quarter,2490,8306939,59
2908,429463.9455782313,449897.50566893426,1,59,13.0,0.989583333333,Quarter,2490,8306939,59
2909,429463.9455782313,449897.50566893426,1,55,13.0,0.989583333333,Quarter,2490,8306939,59
2910,429463.9455782313,449897.50566893426,1,53,13.0,0.989583333333,Quarter,2490,8306939,59
2911,429463.9455782313,449897.50566893426,1,50,13.0,0.989583333333,Quarter,2490,8306939,59
2912,429463.9455782313,449897.50566893426,1,38,13.0,0.989583333333,Quarter,2490,8306939,59
2913,450083.2653061224,473303.2199546485,1,36,14.0,0.989583333333,Quarter,2490,8306939,59
2914,450083.2653061224,473303.2199546485,1,64,14.0,0.989583333333,Quarter,2490,8306939,59
2915,450083.2653061224,473303.2199546485,1,60,14.0,0.989583333333,Quarter,2490,8306939,59
2916,450083.2653061224,473303.2199546485,1,55,14.0,0.989583333333,Quarter,2490,8306939,59
2917,450083.2653061224,473303.2199546485,1,48,14.0,0.989583333333,Quarter,2490,8306939,59
2918,473488.97959183675,496151.65532879817,1,64,15.0,0.989583333333,Quarter,2490,8306939,59
2919,473488.97959183675,542591.5646258503,1,41,15.0,2.98958333333,Dotted Half,2490,8306939,59
2920,473488.97959183675,542591.5646258503,1,29,15.0,2.98958333333,Dotted Half,2490,8306939,59
2921,473488.97959183675,496151.65532879817,1,55,15.0,0.989583333333,Quarter,2490,8306939,59
2922,473488.97959183675,518814.3310657597,1,57,15.0,1.98958333333,Half,2490,8306939,59
2923,496337.4149659864,518814.3310657597,1,53,16.0,0.989583333333,Quarter,2490,8306939,59
2924,496337.4149659864,518814.3310657597,1,62,16.0,0.989583333333,Quarter,2490,8306939,59
2925,519000.0907029478,542591.5646258503,1,60,17.0,0.989583333333,Quarter,2490,8306939,59
2926,519000.0907029478,542591.5646258503,1,52,17.0,0.989583333333,Quarter,2490,8306939,59
2927,519000.0907029478,542591.5646258503,1,57,17.0,0.989583333333,Quarter,2490,8306939,59
2928,542777.3242630386,615409.3424036282,1,59,18.0,2.48958333333,Half,2490,8306939,59
2929,542777.3242630386,615409.3424036282,1,50,18.0,2.48958333333,Half,2490,8306939,59
2930,542777.3242630386,596090.3401360544,1,31,18.0,1.98958333333,Half,2490,8306939,59
2931,542777.3242630386,596090.3401360544,1,43,18.0,1.98958333333,Half,2490,8306939,59
2932,542777.3242630386,569155.1927437641,1,57,18.0,0.989583333333,Quarter,2490,8306939,59
2933,569712.4716553288,585316.2811791383,1,55,19.0,0.489583333333,Eighth,2490,8306939,59
2934,585501.6780045351,596090.3401360544,1,56,19.5,0.489583333333,Eighth,2490,8306939,59
2935,596276.0997732426,615409.3424036282,1,55,20.0,0.489583333333,Eighth,2490,8306939,59
2936,596276.0997732426,627669.4784580499,1,43,20.0,0.989583333333,Quarter,2490,8306939,59
2937,596276.0997732426,627669.4784580499,1,31,20.0,0.989583333333,Quarter,2490,8306939,59
2938,615595.1020408163,627669.4784580499,1,53,20.5,0.489583333333,Eighth,2490,8306939,59
2939,615595.1020408163,627669.4784580499,1,50,20.5,0.489583333333,Eighth,2490,8306939,59
2940,615595.1020408163,627669.4784580499,1,59,20.5,0.489583333333,Eighth,2490,8306939,59
2941,628226.3945578231,661291.9727891156,1,62,21.0,0.989583333333,Quarter,2490,8306939,59
2942,628226.3945578231,661291.9727891156,1,53,21.0,0.989583333333,Quarter,2490,8306939,59
2943,628226.3945578231,661291.9727891156,1,43,21.0,0.989583333333,Quarter,2490,8306939,59
2944,628226.3945578231,682840.0907029478,1,36,21.0,1.48958333333,Dotted Quarter,2490,8306939,59
2945,628226.3945578231,661291.9727891156,1,59,21.0,0.989583333333,Quarter,2490,8306939,59
2946,661663.4920634921,682840.0907029478,1,60,22.0,0.489583333333,Eighth,2490,8306939,59
2947,661663.4920634921,682840.0907029478,1,48,22.0,0.489583333333,Eighth,2490,8306939,59
2948,661663.4920634921,682840.0907029478,1,52,22.0,0.489583333333,Eighth,2490,8306939,59
2949,708660.6802721089,714604.9886621315,1,60,23.75,0.239583333333,Sixteenth,2490,8306939,59
2950,714790.7482993198,732809.433106576,1,67,24.0,0.739583333333,Dotted Eighth,2490,8306939,59
2951,733180.9523809524,739682.5396825396,1,66,24.75,0.239583333333,Sixteenth,2490,8306939,59
2952,740054.0589569161,764760.0907029478,1,74,25.0,0.989583333333,Quarter,2490,8306939,59
2953,740054.0589569161,764760.0907029478,1,66,25.0,0.989583333333,Quarter,2490,8306939,59
2954,740054.0589569161,764760.0907029478,1,60,25.0,0.989583333333,Quarter,2490,8306939,59
2955,740054.0589569161,764760.0907029478,1,57,25.0,0.989583333333,Quarter,2490,8306939,59
2956,740054.0589569161,764760.0907029478,1,45,25.0,0.989583333333,Quarter,2490,8306939,59
2957,740054.0589569161,764760.0907029478,1,50,25.0,0.989583333333,Quarter,2490,8306939,59
2958,764945.8503401361,789466.1224489796,1,57,26.0,0.989583333333,Quarter,2490,8306939,59
2959,764945.8503401361,789466.1224489796,1,45,26.0,0.989583333333,Quarter,2490,8306939,59
2960,764945.8503401361,789466.1224489796,1,50,26.0,0.989583333333,Quarter,2490,8306939,59
2961,764945.8503401361,789466.1224489796,1,60,26.0,0.989583333333,Quarter,2490,8306939,59
2962,764945.8503401361,789466.1224489796,1,66,26.0,0.989583333333,Quarter,2490,8306939,59
2963,764945.8503401361,789466.1224489796,1,74,26.0,0.989583333333,Quarter,2490,8306939,59
2964,789837.641723356,855225.0340136054,1,59,27.0,1.98958333333,Half,2490,8306939,59
2965,789837.641723356,855225.0340136054,1,50,27.0,1.98958333333,Half,2490,8306939,59
2966,789837.641723356,855225.0340136054,1,43,27.0,1.98958333333,Half,2490,8306939,59
2967,789837.641723356,822159.8185941043,1,62,27.0,0.989583333333,Quarter,2490,8306939,59
2968,789837.641723356,822159.8185941043,1,67,27.0,0.989583333333,Quarter,2490,8306939,59
2969,789837.641723356,822159.8185941043,1,71,27.0,0.989583333333,Quarter,2490,8306939,59
2970,789837.641723356,803955.3741496599,1,74,27.0,0.489583333333,Eighth,2490,8306939,59
2971,804141.133786848,810271.2018140589,1,76,27.5,0.239583333333,Sixteenth,2490,8306939,59
2972,807484.8072562359,814729.433106576,1,74,27.625,0.239583333333,Sixteenth,2490,8306939,59
2973,810456.9614512472,822159.8185941043,1,73,27.75,0.239583333333,Sixteenth,2490,8306939,59
2974,818816.1451247166,825689.2517006802,1,74,27.875,0.239583333333,Sixteenth,2490,8306939,59
2975,822345.5782312925,849466.485260771,1,79,28.0,0.739583333333,Dotted Eighth,2490,8306939,59
2976,849652.2448979592,855225.0340136054,1,71,28.75,0.239583333333,Sixteenth,2490,8306939,59
2977,855410.7936507936,860612.0634920635,1,72,29.0,0.239583333333,Sixteenth,2490,8306939,59
2978,860797.8231292517,866370.612244898,1,73,29.25,0.239583333333,Sixteenth,2490,8306939,59
2979,866556.3718820862,872500.6802721089,1,76,29.5,0.239583333333,Sixteenth,2490,8306939,59
2980,872872.1995464852,877516.1904761905,1,74,29.75,0.239583333333,Sixteenth,2490,8306939,59
2981,877701.9501133787,895720.6349206349,1,67,30.0,0.739583333333,Dotted Eighth,2490,8306939,59
2982,895906.3945578231,902779.5011337867,1,66,30.75,0.239583333333,Sixteenth,2490,8306939,59
2983,902965.260770975,924513.3786848072,1,74,31.0,0.989583333333,Quarter,2490,8306939,59
2984,902965.260770975,924513.3786848072,1,66,31.0,0.989583333333,Quarter,2490,8306939,59
2985,902965.260770975,924513.3786848072,1,45,31.0,0.989583333333,Quarter,2490,8306939,59
2986,902965.260770975,924513.3786848072,1,60,31.0,0.989583333333,Quarter,2490,8306939,59
2987,902965.260770975,924513.3786848072,1,57,31.0,0.989583333333,Quarter,2490,8306939,59
2988,902965.260770975,924513.3786848072,1,50,31.0,0.989583333333,Quarter,2490,8306939,59
2989,924699.1383219956,953491.8820861678,1,74,32.0,0.989583333333,Quarter,2490,8306939,59
2990,924699.1383219956,953491.8820861678,1,66,32.0,0.989583333333,Quarter,2490,8306939,59
2991,924699.1383219956,953491.8820861678,1,60,32.0,0.989583333333,Quarter,2490,8306939,59
2992,924699.1383219956,953491.8820861678,1,50,32.0,0.989583333333,Quarter,2490,8306939,59
2993,924699.1383219956,953491.8820861678,1,45,32.0,0.989583333333,Quarter,2490,8306939,59
2994,924699.1383219956,953491.8820861678,1,57,32.0,0.989583333333,Quarter,2490,8306939,59
2995,953677.641723356,990643.8095238096,1,71,33.0,0.989583333333,Quarter,2490,8306939,59
2996,953677.641723356,1023894.7845804988,1,50,33.0,1.98958333333,Half,2490,8306939,59
2997,953677.641723356,1023894.7845804988,1,59,33.0,1.98958333333,Half,2490,8306939,59
2998,953677.641723356,967795.37414966,1,74,33.0,0.489583333333,Eighth,2490,8306939,59
2999,953677.641723356,990643.8095238096,1,62,33.0,0.989583333333,Quarter,2490,8306939,59
3000,953677.641723356,990643.8095238096,1,67,33.0,0.989583333333,Quarter,2490,8306939,59
3001,953677.641723356,1023894.7845804988,1,43,33.0,1.98958333333,Half,2490,8306939,59
3002,968166.8934240364,975411.5192743764,1,76,33.5,0.239583333333,Sixteenth,2490,8306939,59
3003,973368.1632653062,977826.3945578232,1,74,33.625,0.239583333333,Sixteenth,2490,8306939,59
3004,975597.2789115646,990643.8095238096,1,73,33.75,0.239583333333,Sixteenth,2490,8306939,59
3005,978012.1541950114,995102.0408163264,1,74,33.875,0.239583333333,Sixteenth,2490,8306939,59
3006,990829.5691609978,1015349.8412698412,1,83,34.0,0.739583333333,Dotted Eighth,2490,8306939,59
3007,1015535.6009070296,1023894.7845804988,1,79,34.75,0.239583333333,Sixteenth,2490,8306939,59
3008,1024080.5442176872,1032996.6439909296,1,78,35.0,0.239583333333,Sixteenth,2490,8306939,59
3009,1030582.1315192744,1035783.4013605444,1,79,35.125,0.239583333333,Sixteenth,2490,8306939,59
3010,1033182.7664399092,1037640.9977324264,1,81,35.25,0.239583333333,Sixteenth,2490,8306939,59
3011,1035969.1609977324,1039870.1133786849,1,79,35.375,0.239583333333,Sixteenth,2490,8306939,59
3012,1037826.7573696146,1043028.0272108844,1,73,35.5,0.239583333333,Sixteenth,2490,8306939,59
3013,1040055.873015873,1047857.7777777778,1,74,35.625,0.239583333333,Sixteenth,2490,8306939,59
3014,1043213.4240362812,1050829.931972789,1,76,35.75,0.239583333333,Sixteenth,2490,8306939,59
3015,1048043.537414966,1053987.8458049886,1,74,35.875,0.239583333333,Sixteenth,2490,8306939,59
3016,1051201.4512471654,1068662.857142857,1,67,36.0,0.739583333333,Dotted Eighth,2490,8306939,59
3017,1068848.6167800454,1076464.761904762,1,66,36.75,0.239583333333,Sixteenth,2490,8306939,59
3018,1076650.52154195,1099870.4761904762,1,50,37.0,0.989583333333,Quarter,2490,8306939,59
3019,1076650.52154195,1099870.4761904762,1,45,37.0,0.989583333333,Quarter,2490,8306939,59
3020,1076650.52154195,1089653.6961451247,1,74,37.0,0.489583333333,Eighth,2490,8306939,59
3021,1076650.52154195,1099870.4761904762,1,66,37.0,0.989583333333,Quarter,2490,8306939,59
3022,1076650.52154195,1099870.4761904762,1,60,37.0,0.989583333333,Quarter,2490,8306939,59
3023,1076650.52154195,1099870.4761904762,1,57,37.0,0.989583333333,Quarter,2490,8306939,59
3024,1090025.215419501,1109529.977324263,1,74,37.5,0.989583333333,Quarter,2490,8306939,59
3025,1100055.873015873,1122904.671201814,1,50,38.0,0.989583333333,Quarter,2490,8306939,59
3026,1100055.873015873,1122904.671201814,1,56,38.0,0.989583333333,Quarter,2490,8306939,59
3027,1100055.873015873,1122904.671201814,1,60,38.0,0.989583333333,Quarter,2490,8306939,59
3028,1100055.873015873,1122904.671201814,1,65,38.0,0.989583333333,Quarter,2490,8306939,59
3029,1100055.873015873,1122904.671201814,1,44,38.0,0.989583333333,Quarter,2490,8306939,59
3030,1123276.1904761903,1139065.7596371882,1,43,39.0,0.489583333333,Eighth,2490,8306939,59
3031,1124762.267573696,1139065.7596371882,1,47,39.0625,0.427083333333,Dotted Sixteenth,2490,8306939,59
3032,1126434.10430839,1139065.7596371882,1,50,39.125,0.364583333333,Dotted Sixteenth,2490,8306939,59
3033,1127548.6621315193,1139065.7596371882,1,53,39.1875,0.302083333333,Triplet,2490,8306939,59
3034,1129406.2585034014,1139065.7596371882,1,55,39.25,0.239583333333,Sixteenth,2490,8306939,59
3035,1133492.970521542,1139065.7596371882,1,74,39.375,0.114583333333,Thirty Second,2490,8306939,59
3036,1137951.201814059,1140366.0770975056,1,76,39.4375,0.114583333333,Thirty Second,2490,8306939,59
3037,1139251.5192743763,1160056.598639456,1,77,39.5,0.739583333333,Dotted Eighth,2490,8306939,59
3038,1151511.655328798,1167486.984126984,1,55,40.0,0.489583333333,Eighth,2490,8306939,59
3039,1152440.4535147392,1167486.984126984,1,59,40.0625,0.427083333333,Dotted Sixteenth,2490,8306939,59
3040,1154112.2902494331,1167486.984126984,1,62,40.125,0.364583333333,Dotted Sixteenth,2490,8306939,59
3041,1156155.6462585034,1167486.984126984,1,65,40.1875,0.302083333333,Triplet,2490,8306939,59
3042,1164700.2267573697,1167486.984126984,1,76,40.375,0.114583333333,Thirty Second,2490,8306939,59
3043,1167672.7437641723,1173431.2925170069,1,74,40.5,0.239583333333,Sixteenth,2490,8306939,59
3044,1176031.9274376417,1181047.074829932,1,72,40.875,0.114583333333,Thirty Second,2490,8306939,59
3045,1181233.1972789117,1187363.2653061224,1,71,41.0,0.239583333333,Sixteenth,2490,8306939,59
3046,1191635.7369614514,1194979.410430839,1,69,41.375,0.114583333333,Thirty Second,2490,8306939,59
3047,1195165.1700680272,1211883.537414966,1,67,41.5,0.239583333333,Sixteenth,2490,8306939,59
3048,1214484.172335601,1218199.365079365,1,65,41.875,0.114583333333,Thirty Second,2490,8306939,59
3049,1218385.1247165534,1245691.79138322,1,36,42.0,0.989583333333,Quarter,2490,8306939,59
3050,1218385.1247165534,1245691.79138322,1,48,42.0,0.989583333333,Quarter,2490,8306939,59
3051,1218385.1247165534,1245691.79138322,1,55,42.0,0.989583333333,Quarter,2490,8306939,59
3052,1218385.1247165534,1245691.79138322,1,64,42.0,0.989583333333,Quarter,2490,8306939,59
3053,1245877.551020408,1261295.6009070296,1,35,43.0,0.489583333333,Eighth,2490,8306939,59
3054,1245877.551020408,1261295.6009070296,1,65,43.0,0.489583333333,Eighth,2490,8306939,59
3055,1245877.551020408,1261295.6009070296,1,55,43.0,0.489583333333,Eighth,2490,8306939,59
3056,1245877.551020408,1261295.6009070296,1,50,43.0,0.489583333333,Eighth,2490,8306939,59
3057,1292317.4603174604,1310150.3854875283,1,67,45.0,0.739583333333,Dotted Eighth,2490,8306939,59
3058,1292317.4603174604,1318509.5691609976,1,47,45.0,0.989583333333,Quarter,2490,8306939,59
3059,1292317.4603174604,1318509.5691609976,1,43,45.0,0.989583333333,Quarter,2490,8306939,59
3060,1292317.4603174604,1318509.5691609976,1,35,45.0,0.989583333333,Quarter,2490,8306939,59
3061,1292317.4603174604,1318509.5691609976,1,55,45.0,0.989583333333,Quarter,2490,8306939,59
3062,1310336.1451247165,1318509.5691609976,1,62,45.75,0.239583333333,Sixteenth,2490,8306939,59
3063,1318695.328798186,1334856.41723356,1,64,46.0,0.489583333333,Eighth,2490,8306939,59
3064,1318695.328798186,1334856.41723356,1,55,46.0,0.489583333333,Eighth,2490,8306939,59
3065,1318695.328798186,1334856.41723356,1,48,46.0,0.489583333333,Eighth,2490,8306939,59
3066,1318695.328798186,1334856.41723356,1,43,46.0,0.489583333333,Eighth,2490,8306939,59
3067,1318695.328798186,1334856.41723356,1,36,46.0,0.489583333333,Eighth,2490,8306939,59
3068,1365320.9977324265,1390955.827664399,1,37,48.0,0.989583333333,Quarter,2490,8306939,59
3069,1365320.9977324265,1390955.827664399,1,45,48.0,0.989583333333,Quarter,2490,8306939,59
3070,1365320.9977324265,1390955.827664399,1,49,48.0,0.989583333333,Quarter,2490,8306939,59
3071,1365320.9977324265,1384082.7210884353,1,69,48.0,0.739583333333,Dotted Eighth,2490,8306939,59
3072,1365320.9977324265,1390955.827664399,1,57,48.0,0.989583333333,Quarter,2490,8306939,59
3073,1385568.798185941,1390955.827664399,1,64,48.75,0.239583333333,Sixteenth,2490,8306939,59
3074,1391698.866213152,1404144.761904762,1,57,49.0,0.489583333333,Eighth,2490,8306939,59
3075,1391698.866213152,1404144.761904762,1,38,49.0,0.489583333333,Eighth,2490,8306939,59
3076,1391698.866213152,1413061.224489796,1,65,49.0,0.739583333333,Dotted Eighth,2490,8306939,59
3077,1391698.866213152,1417705.215419501,1,50,49.0,0.989583333333,Quarter,2490,8306939,59
3078,1404702.0408163266,1429036.5532879818,1,58,49.5,0.989583333333,Quarter,2490,8306939,59
3079,1404702.0408163266,1417705.215419501,1,53,49.5,0.489583333333,Eighth,2490,8306939,59
3080,1413432.7437641723,1415476.0997732426,1,70,49.75,0.114583333333,Thirty Second,2490,8306939,59
3081,1415661.8594104308,1417705.215419501,1,69,49.875,0.114583333333,Thirty Second,2490,8306939,59
3082,1418076.7346938776,1441853.9682539685,1,52,50.0,0.989583333333,Quarter,2490,8306939,59
3083,1418076.7346938776,1435166.621315193,1,67,50.0,0.739583333333,Dotted Eighth,2490,8306939,59
3084,1418076.7346938776,1441853.9682539685,1,55,50.0,0.989583333333,Quarter,2490,8306939,59
3085,1429222.3129251702,1454671.3832199546,1,60,50.5,0.989583333333,Quarter,2490,8306939,59
3086,1435352.380952381,1438510.2947845806,1,72,50.75,0.114583333333,Thirty Second,2490,8306939,59
3087,1439067.2108843538,1441853.9682539685,1,70,50.875,0.114583333333,Thirty Second,2490,8306939,59
3088,1442039.7278911564,1468974.8752834466,1,57,51.0,0.989583333333,Quarter,2490,8306939,59
3089,1442039.7278911564,1462287.5283446712,1,69,51.0,0.739583333333,Dotted Eighth,2490,8306939,59
3090,1442039.7278911564,1454671.3832199546,1,53,51.0,0.489583333333,Eighth,2490,8306939,59
3091,1455042.5396825396,1468974.8752834466,1,54,51.5,0.489583333333,Eighth,2490,8306939,59
3092,1455042.5396825396,1484392.925170068,1,62,51.5,0.989583333333,Quarter,2490,8306939,59
3093,1462659.0476190476,1465073.9229024944,1,74,51.75,0.114583333333,Thirty Second,2490,8306939,59
3094,1465259.3197278911,1468974.8752834466,1,72,51.875,0.114583333333,Thirty Second,2490,8306939,59
3095,1470832.4716553288,1484392.925170068,1,55,52.0,0.489583333333,Eighth,2490,8306939,59
3096,1470832.4716553288,1484392.925170068,1,71,52.0,0.489583333333,Eighth,2490,8306939,59
3097,1470832.4716553288,1484392.925170068,1,59,52.0,0.489583333333,Eighth,2490,8306939,59
3098,1484578.6848072563,1500368.253968254,1,56,52.5,0.489583333333,Eighth,2490,8306939,59
3099,1484578.6848072563,1512999.909297052,1,77,52.5,0.989583333333,Quarter,2490,8306939,59
3100,1484578.6848072563,1512999.909297052,1,65,52.5,0.989583333333,Quarter,2490,8306939,59
3101,1484578.6848072563,1512999.909297052,1,62,52.5,0.989583333333,Quarter,2490,8306939,59
3102,1484578.6848072563,1512999.909297052,1,59,52.5,0.989583333333,Quarter,2490,8306939,59
3103,1500554.013605442,1526931.8820861678,1,57,53.0,0.989583333333,Quarter,2490,8306939,59
3104,1513185.6689342405,1526931.8820861678,1,76,53.5,0.489583333333,Eighth,2490,8306939,59
3105,1513185.6689342405,1526931.8820861678,1,60,53.5,0.489583333333,Eighth,2490,8306939,59
3106,1513185.6689342405,1526931.8820861678,1,64,53.5,0.489583333333,Eighth,2490,8306939,59
3107,1527117.641723356,1558882.5396825396,1,62,54.0,0.989583333333,Quarter,2490,8306939,59
3108,1527117.641723356,1558882.5396825396,1,60,54.0,0.989583333333,Quarter,2490,8306939,59
3109,1527117.641723356,1558882.5396825396,1,54,54.0,0.989583333333,Quarter,2490,8306939,59
3110,1554981.5873015872,1558882.5396825396,1,69,54.875,0.114583333333,Thirty Second,2490,8306939,59
3111,1559068.2993197278,1587489.5238095238,1,55,55.0,0.989583333333,Quarter,2490,8306939,59
3112,1559068.2993197278,1587489.5238095238,1,64,55.0,0.989583333333,Quarter,2490,8306939,59
3113,1559068.2993197278,1587489.5238095238,1,60,55.0,0.989583333333,Quarter,2490,8306939,59
3114,1559068.2993197278,1583960.090702948,1,67,55.0,0.864583333333,Dotted Eighth,2490,8306939,59
3115,1584145.850340136,1587489.5238095238,1,67,55.875,0.114583333333,Thirty Second,2490,8306939,59
3116,1587675.283446712,1617954.10430839,1,31,56.0,0.989583333333,Quarter,2490,8306939,59
3117,1587675.283446712,1617954.10430839,1,62,56.0,0.989583333333,Quarter,2490,8306939,59
3118,1587675.283446712,1617954.10430839,1,59,56.0,0.989583333333,Quarter,2490,8306939,59
3119,1587675.283446712,1612752.8344671202,1,67,56.0,0.864583333333,Dotted Eighth,2490,8306939,59
3120,1587675.283446712,1617954.10430839,1,53,56.0,0.989583333333,Quarter,2490,8306939,59
3121,1587675.283446712,1617954.10430839,1,43,56.0,0.989583333333,Quarter,2490,8306939,59
3122,1612938.5941043084,1617954.10430839,1,67,56.875,0.114583333333,Thirty Second,2490,8306939,59
3123,1618139.8639455782,1638759.1836734691,1,55,57.0,0.989583333333,Quarter,2490,8306939,59
3124,1618139.8639455782,1638759.1836734691,1,52,57.0,0.989583333333,Quarter,2490,8306939,59
3125,1618139.8639455782,1638759.1836734691,1,46,57.0,0.989583333333,Quarter,2490,8306939,59
3126,1618139.8639455782,1638759.1836734691,1,34,57.0,0.989583333333,Quarter,2490,8306939,59
3127,1618139.8639455782,1638759.1836734691,1,61,57.0,0.989583333333,Quarter,2490,8306939,59
3128,1661793.378684807,1670338.3219954649,1,33,58.5,0.239583333333,Sixteenth,2490,8306939,59
3129,1661793.378684807,1670338.3219954649,1,52,58.5,0.239583333333,Sixteenth,2490,8306939,59
3130,1661793.378684807,1670338.3219954649,1,55,58.5,0.239583333333,Sixteenth,2490,8306939,59
3131,1661793.378684807,1670338.3219954649,1,61,58.5,0.239583333333,Sixteenth,2490,8306939,59
3132,1661793.378684807,1670338.3219954649,1,45,58.5,0.239583333333,Sixteenth,2490,8306939,59
3133,1677211.4285714286,1683341.4965986395,1,57,59.0,0.239583333333,Sixteenth,2490,8306939,59
3134,1677211.4285714286,1683341.4965986395,1,53,59.0,0.239583333333,Sixteenth,2490,8306939,59
3135,1677211.4285714286,1683341.4965986395,1,50,59.0,0.239583333333,Sixteenth,2490,8306939,59
3136,1677211.4285714286,1683341.4965986395,1,38,59.0,0.239583333333,Sixteenth,2490,8306939,59
3137,1677211.4285714286,1683341.4965986395,1,45,59.0,0.239583333333,Sixteenth,2490,8306939,59
3138,1677211.4285714286,1683341.4965986395,1,62,59.0,0.239583333333,Sixteenth,2490,8306939,59
3139,1692815.238095238,1701545.9410430838,1,49,59.5,0.239583333333,Sixteenth,2490,8306939,59
3140,1692815.238095238,1701545.9410430838,1,37,59.5,0.239583333333,Sixteenth,2490,8306939,59
