start_time,end_time,instrument,note,start_beat,end_beat,note_value,id,length,id_cat
222341.9501133787,222713.4693877551,1,74,39.0,0.05,Triplet Sixty Fourth,1734,5209862,1
224756.82539682538,224942.5850340136,1,76,39.5,0.05,Triplet Sixty Fourth,1734,5209862,1
224756.82539682538,224942.5850340136,1,74,39.5,0.05,Triplet Sixty Fourth,1734,5209862,1
226800.18140589568,231258.4126984127,1,49,40.0,1.0,Quarter,1734,5209862,1
226800.18140589568,228843.53741496598,1,78,40.0,0.5,Eighth,1734,5209862,1
226800.18140589568,228843.53741496598,1,73,40.0,0.5,Eighth,1734,5209862,1
228843.53741496598,231258.4126984127,1,76,40.5,0.5,Eighth,1734,5209862,1
231258.4126984127,235716.6439909297,1,57,41.0,1.0,Quarter,1734,5209862,1
231258.4126984127,233116.0090702948,1,73,41.0,0.5,Eighth,1734,5209862,1
233116.0090702948,235716.6439909297,1,69,41.5,0.5,Eighth,1734,5209862,1
235716.6439909297,238131.51927437642,1,64,42.0,0.5,Eighth,1734,5209862,1
235716.6439909297,240546.39455782314,1,61,42.0,1.0,Quarter,1734,5209862,1
240546.39455782314,243147.02947845805,1,64,43.0,0.5,Eighth,1734,5209862,1
240546.39455782314,244818.86621315192,1,47,43.0,1.0,Quarter,1734,5209862,1
243147.02947845805,244818.86621315192,1,66,43.5,0.5,Eighth,1734,5209862,1
244818.86621315192,249277.09750566893,1,50,44.0,1.0,Quarter,1734,5209862,1
244818.86621315192,246862.22222222222,1,62,44.0,0.5,Eighth,1734,5209862,1
246862.22222222222,249277.09750566893,1,66,44.5,0.5,Eighth,1734,5209862,1
249277.09750566893,254478.3673469388,1,52,45.0,1.0,Quarter,1734,5209862,1
249277.09750566893,252063.49206349207,1,64,45.0,0.5,Eighth,1734,5209862,1
249277.09750566893,252063.49206349207,1,61,45.0,0.5,Eighth,1734,5209862,1
249277.09750566893,254478.3673469388,1,68,45.0,1.0,Quarter,1734,5209862,1
252063.49206349207,254478.3673469388,1,59,45.5,0.5,Eighth,1734,5209862,1
252063.49206349207,254478.3673469388,1,62,45.5,0.5,Eighth,1734,5209862,1
254478.3673469388,259122.358276644,1,69,46.0,1.0,Quarter,1734,5209862,1
254478.3673469388,259122.358276644,1,61,46.0,1.0,Quarter,1734,5209862,1
256707.48299319728,259122.358276644,1,57,46.5,0.5,Eighth,1734,5209862,1
259122.358276644,262466.0317460318,1,52,47.0,0.5,Eighth,1734,5209862,1
262466.0317460318,265252.42630385485,1,49,47.5,0.5,Eighth,1734,5209862,1
265252.42630385485,268410.34013605444,1,45,48.0,0.5,Eighth,1734,5209862,1
270825.2154195011,272125.5328798186,1,81,48.8333333333,0.266666666667,Sixteenth,1734,5209862,1
271382.49433106574,272125.5328798186,1,85,48.9166666667,0.183333333333,Triplet Sixteenth,1734,5209862,1
271939.7732426304,272125.5328798186,1,88,49.0,0.1,Triplet Thirty Second,1734,5209862,1
276398.0045351474,276769.5238095238,1,69,50.0,0.1,Triplet Thirty Second,1734,5209862,1
276398.0045351474,276769.5238095238,1,76,50.0,0.1,Triplet Thirty Second,1734,5209862,1
276398.0045351474,276769.5238095238,1,73,50.0,0.1,Triplet Thirty Second,1734,5209862,1
280670.1133786848,281041.9954648526,1,61,51.0,0.1,Triplet Thirty Second,1734,5209862,1
280670.1133786848,281041.9954648526,1,64,51.0,0.1,Triplet Thirty Second,1734,5209862,1
280670.1133786848,281041.9954648526,1,57,51.0,0.1,Triplet Thirty Second,1734,5209862,1
285128.7074829932,285500.2267573696,1,64,52.0,0.1,Triplet Thirty Second,1734,5209862,1
285128.7074829932,285500.2267573696,1,59,52.0,0.1,Triplet Thirty Second,1734,5209862,1
285128.7074829932,285500.2267573696,1,56,52.0,0.1,Triplet Thirty Second,1734,5209862,1
289401.179138322,292001.8140589569,1,71,53.0,0.5,Eighth,1734,5209862,1
289401.179138322,292001.8140589569,1,68,53.0,0.5,Eighth,1734,5209862,1
292001.8140589569,294045.1700680272,1,76,53.5,0.5,Eighth,1734,5209862,1
294045.1700680272,294602.44897959183,1,61,54.0,0.1,Triplet Thirty Second,1734,5209862,1
294045.1700680272,294602.44897959183,1,64,54.0,0.1,Triplet Thirty Second,1734,5209862,1
294045.1700680272,294602.44897959183,1,57,54.0,0.1,Triplet Thirty Second,1734,5209862,1
294045.1700680272,296831.56462585035,1,73,54.0,0.5,Eighth,1734,5209862,1
294045.1700680272,296831.56462585035,1,69,54.0,0.5,Eighth,1734,5209862,1
296831.56462585035,299432.19954648527,1,76,54.5,0.5,Eighth,1734,5209862,1
298503.4013605442,299989.1156462585,1,83,54.8333333333,0.266666666667,Sixteenth,1734,5209862,1
299060.6802721088,299989.1156462585,1,86,54.9166666667,0.183333333333,Triplet Sixteenth,1734,5209862,1
299432.19954648527,299989.1156462585,1,88,55.0,0.1,Triplet Thirty Second,1734,5209862,1
304447.70975056686,305004.6258503401,1,76,56.0,0.1,Triplet Thirty Second,1734,5209862,1
304447.70975056686,305004.6258503401,1,74,56.0,0.1,Triplet Thirty Second,1734,5209862,1
304447.70975056686,305004.6258503401,1,71,56.0,0.1,Triplet Thirty Second,1734,5209862,1
308905.9410430839,309091.3378684807,1,62,57.0,0.1,Triplet Thirty Second,1734,5209862,1
308905.9410430839,309091.3378684807,1,64,57.0,0.1,Triplet Thirty Second,1734,5209862,1
308905.9410430839,309091.3378684807,1,59,57.0,0.1,Triplet Thirty Second,1734,5209862,1
313549.9319727891,314292.97052154195,1,64,58.0,0.1,Triplet Thirty Second,1734,5209862,1
313549.9319727891,314292.97052154195,1,57,58.0,0.1,Triplet Thirty Second,1734,5209862,1
313549.9319727891,314292.97052154195,1,61,58.0,0.1,Triplet Thirty Second,1734,5209862,1
318193.56009070296,320608.79818594106,1,73,59.0,0.5,Eighth,1734,5209862,1
318193.56009070296,320608.79818594106,1,69,59.0,0.5,Eighth,1734,5209862,1
320608.79818594106,322837.9138321995,1,76,59.5,0.5,Eighth,1734,5209862,1
322837.9138321995,323395.1927437642,1,64,60.0,0.1,Triplet Thirty Second,1734,5209862,1
322837.9138321995,323395.1927437642,1,62,60.0,0.1,Triplet Thirty Second,1734,5209862,1
322837.9138321995,323395.1927437642,1,59,60.0,0.1,Triplet Thirty Second,1734,5209862,1
322837.9138321995,325995.8276643991,1,74,60.0,0.5,Eighth,1734,5209862,1
322837.9138321995,325995.8276643991,1,71,60.0,0.5,Eighth,1734,5209862,1
325995.8276643991,328596.462585034,1,76,60.5,0.5,Eighth,1734,5209862,1
327667.66439909296,328967.9818594104,1,85,60.8333333333,0.266666666667,Sixteenth,1734,5209862,1
328224.9433106576,328967.9818594104,1,88,60.9166666667,0.183333333333,Triplet Sixteenth,1734,5209862,1
328596.462585034,328967.9818594104,1,93,61.0,0.1,Triplet Thirty Second,1734,5209862,1
332683.1746031746,333054.693877551,1,81,62.0,0.1,Triplet Thirty Second,1734,5209862,1
332683.1746031746,333054.693877551,1,76,62.0,0.1,Triplet Thirty Second,1734,5209862,1
332683.1746031746,333054.693877551,1,73,62.0,0.1,Triplet Thirty Second,1734,5209862,1
338070.20408163266,338627.4829931973,1,64,63.0,0.1,Triplet Thirty Second,1734,5209862,1
338070.20408163266,338627.4829931973,1,61,63.0,0.1,Triplet Thirty Second,1734,5209862,1
341971.15646258503,357017.68707482994,1,59,64.0,3.0,Dotted Half,1734,5209862,1
341971.15646258503,357017.68707482994,1,62,64.0,3.0,Dotted Half,1734,5209862,1
341971.15646258503,357017.68707482994,1,67,64.0,3.0,Dotted Half,1734,5209862,1
346057.8684807256,351630.6575963719,1,79,65.0,1.0,Quarter,1734,5209862,1
346057.8684807256,351630.6575963719,1,74,65.0,1.0,Quarter,1734,5209862,1
346057.8684807256,351630.6575963719,1,71,65.0,1.0,Quarter,1734,5209862,1
351630.6575963719,352187.9365079365,1,86,66.0,0.1,Triplet Thirty Second,1734,5209862,1
351630.6575963719,352187.9365079365,1,91,66.0,0.1,Triplet Thirty Second,1734,5209862,1
351630.6575963719,352187.9365079365,1,83,66.0,0.1,Triplet Thirty Second,1734,5209862,1
356460.4081632653,357017.68707482994,1,91,66.875,0.125,Thirty Second,1734,5209862,1
357017.68707482994,359061.04308390024,1,90,67.0,0.5,Eighth,1734,5209862,1
357017.68707482994,365191.1111111111,1,62,67.0,2.0,Half,1734,5209862,1
357017.68707482994,365191.1111111111,1,59,67.0,2.0,Half,1734,5209862,1
357017.68707482994,365191.1111111111,1,54,67.0,2.0,Half,1734,5209862,1
359061.04308390024,361104.39909297053,1,89,67.5,0.5,Eighth,1734,5209862,1
361104.39909297053,362776.2358276644,1,90,68.0,0.5,Eighth,1734,5209862,1
362776.2358276644,365191.1111111111,1,95,68.5,0.5,Eighth,1734,5209862,1
365191.1111111111,370949.2970521542,1,61,69.0,1.0,Quarter,1734,5209862,1
365191.1111111111,367605.9863945578,1,88,69.0,0.5,Eighth,1734,5209862,1
365191.1111111111,370949.2970521542,1,64,69.0,1.0,Quarter,1734,5209862,1
365191.1111111111,370949.2970521542,1,54,69.0,1.0,Quarter,1734,5209862,1
367605.9863945578,370949.2970521542,1,94,69.5,0.5,Eighth,1734,5209862,1
370949.2970521542,373364.5351473923,1,95,70.0,0.5,Eighth,1734,5209862,1
370949.2970521542,385996.1904761905,1,59,70.0,3.0,Dotted Half,1734,5209862,1
370949.2970521542,385996.1904761905,1,62,70.0,3.0,Dotted Half,1734,5209862,1
373364.5351473923,376150.92970521544,1,90,70.5,0.5,Eighth,1734,5209862,1
376150.92970521544,378194.28571428574,1,86,71.0,0.5,Eighth,1734,5209862,1
378194.28571428574,380980.6802721088,1,83,71.5,0.5,Eighth,1734,5209862,1
380980.6802721088,383395.55555555556,1,74,72.0,0.5,Eighth,1734,5209862,1
384695.873015873,386553.4693877551,1,83,72.8333333333,0.266666666667,Sixteenth,1734,5209862,1
385624.6712018141,386553.4693877551,1,86,72.9166666667,0.183333333333,Triplet Sixteenth,1734,5209862,1
385996.1904761905,386553.4693877551,1,91,73.0,0.1,Triplet Thirty Second,1734,5209862,1
390454.42176870746,391011.70068027213,1,71,74.0,0.1,Triplet Thirty Second,1734,5209862,1
390454.42176870746,391011.70068027213,1,79,74.0,0.1,Triplet Thirty Second,1734,5209862,1
390454.42176870746,391011.70068027213,1,74,74.0,0.1,Triplet Thirty Second,1734,5209862,1
395655.69160997734,400113.9229024943,1,62,75.0,1.0,Quarter,1734,5209862,1
395655.69160997734,400113.9229024943,1,59,75.0,1.0,Quarter,1734,5209862,1
400113.9229024943,414603.1746031746,1,57,76.0,3.0,Dotted Half,1734,5209862,1
400113.9229024943,414603.1746031746,1,65,76.0,3.0,Dotted Half,1734,5209862,1
400113.9229024943,414603.1746031746,1,60,76.0,3.0,Dotted Half,1734,5209862,1
404572.15419501136,405129.433106576,1,69,77.0,0.1,Triplet Thirty Second,1734,5209862,1
404572.15419501136,405129.433106576,1,77,77.0,0.1,Triplet Thirty Second,1734,5209862,1
404572.15419501136,405129.433106576,1,72,77.0,0.1,Triplet Thirty Second,1734,5209862,1
409216.14512471657,409773.4240362812,1,89,78.0,0.1,Triplet Thirty Second,1734,5209862,1
409216.14512471657,409773.4240362812,1,81,78.0,0.1,Triplet Thirty Second,1734,5209862,1
409216.14512471657,409773.4240362812,1,84,78.0,0.1,Triplet Thirty Second,1734,5209862,1
413860.1360544218,414603.1746031746,1,89,78.875,0.125,Thirty Second,1734,5209862,1
414603.1746031746,416460.7709750567,1,88,79.0,0.5,Eighth,1734,5209862,1
414603.1746031746,418689.8866213152,1,44,79.0,1.0,Quarter,1734,5209862,1
416460.7709750567,418689.8866213152,1,87,79.5,0.5,Eighth,1734,5209862,1
418689.8866213152,421104.7619047619,1,88,80.0,0.5,Eighth,1734,5209862,1
418689.8866213152,423333.8775510204,1,52,80.0,1.0,Quarter,1734,5209862,1
421104.7619047619,423333.8775510204,1,87,80.5,0.5,Eighth,1734,5209862,1
423333.8775510204,425562.99319727893,1,88,81.0,0.5,Eighth,1734,5209862,1
423333.8775510204,427606.34920634923,1,59,81.0,1.0,Quarter,1734,5209862,1
425562.99319727893,427606.34920634923,1,90,81.5,0.5,Eighth,1734,5209862,1
427606.34920634923,431693.0612244898,1,45,82.0,1.0,Quarter,1734,5209862,1
427606.34920634923,429835.4648526077,1,90,82.0,0.5,Eighth,1734,5209862,1
429835.4648526077,431693.0612244898,1,88,82.5,0.5,Eighth,1734,5209862,1
431693.0612244898,433736.4172335601,1,85,83.0,0.5,Eighth,1734,5209862,1
431693.0612244898,435594.0136054422,1,52,83.0,1.0,Quarter,1734,5209862,1
433736.4172335601,435594.0136054422,1,81,83.5,0.5,Eighth,1734,5209862,1
435594.0136054422,438008.8888888889,1,76,84.0,0.5,Eighth,1734,5209862,1
435594.0136054422,440981.04308390024,1,61,84.0,1.0,Quarter,1734,5209862,1
440981.04308390024,441166.80272108846,1,76,85.0,0.05,Triplet Sixty Fourth,1734,5209862,1
440981.04308390024,441166.80272108846,1,74,85.0,0.05,Triplet Sixty Fourth,1734,5209862,1
440981.04308390024,444881.9954648526,1,47,85.0,1.0,Quarter,1734,5209862,1
443024.39909297053,443210.15873015876,1,74,85.5,0.05,Triplet Sixty Fourth,1734,5209862,1
443024.39909297053,443210.15873015876,1,76,85.5,0.05,Triplet Sixty Fourth,1734,5209862,1
444881.9954648526,449711.74603174604,1,56,86.0,1.0,Quarter,1734,5209862,1
444881.9954648526,445253.51473922905,1,76,86.0,0.05,Triplet Sixty Fourth,1734,5209862,1
444881.9954648526,445253.51473922905,1,74,86.0,0.05,Triplet Sixty Fourth,1734,5209862,1
447111.1111111111,447482.6303854875,1,76,86.5,0.05,Triplet Sixty Fourth,1734,5209862,1
447111.1111111111,447482.6303854875,1,74,86.5,0.05,Triplet Sixty Fourth,1734,5209862,1
449711.74603174604,450083.2653061224,1,74,87.0,0.05,Triplet Sixty Fourth,1734,5209862,1
449711.74603174604,450083.2653061224,1,76,87.0,0.05,Triplet Sixty Fourth,1734,5209862,1
449711.74603174604,454355.73696145124,1,62,87.0,1.0,Quarter,1734,5209862,1
452498.1405895692,452869.65986394556,1,76,87.5,0.05,Triplet Sixty Fourth,1734,5209862,1
452498.1405895692,452869.65986394556,1,74,87.5,0.05,Triplet Sixty Fourth,1734,5209862,1
454355.73696145124,456956.37188208615,1,78,88.0,0.5,Eighth,1734,5209862,1
454355.73696145124,456956.37188208615,1,73,88.0,0.5,Eighth,1734,5209862,1
454355.73696145124,458999.72789115645,1,49,88.0,1.0,Quarter,1734,5209862,1
456956.37188208615,458999.72789115645,1,76,88.5,0.5,Eighth,1734,5209862,1
458999.72789115645,463272.19954648527,1,57,89.0,1.0,Quarter,1734,5209862,1
458999.72789115645,461414.6031746032,1,73,89.0,0.5,Eighth,1734,5209862,1
461414.6031746032,463272.19954648527,1,69,89.5,0.5,Eighth,1734,5209862,1
463272.19954648527,467916.1904761905,1,61,90.0,1.0,Quarter,1734,5209862,1
463272.19954648527,465687.07482993195,1,64,90.0,0.5,Eighth,1734,5209862,1
467916.1904761905,472745.9410430839,1,47,91.0,1.0,Quarter,1734,5209862,1
467916.1904761905,470702.5850340136,1,64,91.0,0.5,Eighth,1734,5209862,1
470702.5850340136,472745.9410430839,1,66,91.5,0.5,Eighth,1734,5209862,1
472745.9410430839,475160.8163265306,1,62,92.0,0.5,Eighth,1734,5209862,1
472745.9410430839,477389.9319727891,1,50,92.0,1.0,Quarter,1734,5209862,1
475160.8163265306,477389.9319727891,1,66,92.5,0.5,Eighth,1734,5209862,1
477389.9319727891,483334.2403628118,1,68,93.0,1.0,Quarter,1734,5209862,1
477389.9319727891,480547.84580498864,1,64,93.0,0.5,Eighth,1734,5209862,1
477389.9319727891,480547.84580498864,1,61,93.0,0.5,Eighth,1734,5209862,1
477389.9319727891,483334.2403628118,1,52,93.0,1.0,Quarter,1734,5209862,1
480547.84580498864,483334.2403628118,1,59,93.5,0.5,Eighth,1734,5209862,1
480547.84580498864,483334.2403628118,1,62,93.5,0.5,Eighth,1734,5209862,1
483334.2403628118,488163.9909297052,1,69,94.0,1.0,Quarter,1734,5209862,1
483334.2403628118,488163.9909297052,1,61,94.0,1.0,Quarter,1734,5209862,1
485377.5963718821,488163.9909297052,1,57,94.5,0.5,Eighth,1734,5209862,1
488163.9909297052,490393.1065759637,1,52,95.0,0.5,Eighth,1734,5209862,1
