,start_time,end_time,instrument,note,start_beat,end_beat,note_value,id,length,id_cat
2949,255221.4058956916,270453.3333333333,1,61,16.0,1.0,Eighth,1733,8736183,0
2950,255221.4058956916,284199.90929705213,1,65,16.0,2.0,Quarter,1733,8736183,0
2951,270453.3333333333,284199.90929705213,1,49,17.0,1.0,Eighth,1733,8736183,0
2952,284199.90929705213,285314.4671201814,1,45,18.0,0.1,Triplet Sixty Fourth,1733,8736183,0
2953,284199.90929705213,291073.01587301586,1,74,18.0,0.5,Sixteenth,1733,8736183,0
2954,284199.90929705213,296460.0453514739,1,66,18.0,1.0,Eighth,1733,8736183,0
2955,291073.01587301586,296460.0453514739,1,73,18.5,0.5,Sixteenth,1733,8736183,0
2956,296460.0453514739,297388.84353741497,1,44,19.0,0.1,Triplet Sixty Fourth,1733,8736183,0
2957,296460.0453514739,302218.5941043084,1,73,19.0,0.5,Sixteenth,1733,8736183,0
2958,296460.0453514739,309834.73922902497,1,65,19.0,1.0,Eighth,1733,8736183,0
2959,302218.5941043084,309834.73922902497,1,71,19.5,0.5,Sixteenth,1733,8736183,0
2960,309834.73922902497,311134.693877551,1,42,20.0,0.1,Triplet Sixty Fourth,1733,8736183,0
2961,309834.73922902497,316522.0861678005,1,71,20.0,0.5,Sixteenth,1733,8736183,0
2962,309834.73922902497,325624.30839002266,1,66,20.0,1.0,Eighth,1733,8736183,0
2963,316522.0861678005,325624.30839002266,1,69,20.5,0.5,Sixteenth,1733,8736183,0
2964,325624.30839002266,368905.9410430839,1,65,21.0,3.0,Dotted Quarter,1733,8736183,0
2965,325624.30839002266,331940.1360544218,1,37,21.0,0.1,Triplet Sixty Fourth,1733,8736183,0
2966,325624.30839002266,368905.9410430839,1,68,21.0,3.0,Dotted Quarter,1733,8736183,0
2967,341785.3968253968,354788.20861678006,1,61,22.0,1.0,Eighth,1733,8736183,0
2968,354788.20861678006,368905.9410430839,1,49,23.0,1.0,Eighth,1733,8736183,0
2969,368905.9410430839,412002.5396825397,1,69,24.0,3.0,Dotted Quarter,1733,8736183,0
2970,368905.9410430839,370206.6213151927,1,42,24.0,0.1,Triplet Sixty Fourth,1733,8736183,0
2971,383767.0748299319,395655.69160997734,1,61,25.0,1.0,Eighth,1733,8736183,0
2972,395655.69160997734,412002.5396825397,1,49,26.0,1.0,Eighth,1733,8736183,0
2973,412002.5396825397,453241.179138322,1,68,27.0,3.0,Dotted Quarter,1733,8736183,0
2974,412002.5396825397,414974.693877551,1,41,27.0,0.1,Triplet Sixty Fourth,1733,8736183,0
2975,427792.1088435374,438380.4081632653,1,61,28.0,1.0,Eighth,1733,8736183,0
2976,438380.4081632653,453241.179138322,1,49,29.0,1.0,Eighth,1733,8736183,0
2977,450640.5442176871,453241.179138322,1,71,29.75,0.25,Thirty Second,1733,8736183,0
2978,453241.179138322,456956.37188208615,1,42,30.0,0.1,Triplet Sixty Fourth,1733,8736183,0
2979,453241.179138322,461600.36281179136,1,69,30.0,0.5,Sixteenth,1733,8736183,0
2980,461600.36281179136,469030.7482993197,1,68,30.5,0.5,Sixteenth,1733,8736183,0
2981,469030.7482993197,480362.0861678005,1,61,31.0,1.0,Eighth,1733,8736183,0
2982,469030.7482993197,478132.9705215419,1,69,31.0,0.75,Dotted Sixteenth,1733,8736183,0
2983,478132.9705215419,480362.0861678005,1,73,31.75,0.25,Thirty Second,1733,8736183,0
2984,480362.0861678005,495222.8571428571,1,69,32.0,1.0,Eighth,1733,8736183,0
2985,480362.0861678005,495222.8571428571,1,49,32.0,1.0,Eighth,1733,8736183,0
2986,495222.8571428571,499123.8095238095,1,41,33.0,0.1,Triplet Sixty Fourth,1733,8736183,0
2987,495222.8571428571,538319.0929705215,1,68,33.0,3.0,Dotted Quarter,1733,8736183,0
2988,508411.79138321994,523086.80272108846,1,61,34.0,1.0,Eighth,1733,8736183,0
2989,523086.80272108846,538319.0929705215,1,49,35.0,1.0,Eighth,1733,8736183,0
2990,538319.0929705215,583087.1655328798,1,71,36.0,3.0,Dotted Quarter,1733,8736183,0
2991,538319.0929705215,539433.6507936508,1,42,36.0,0.1,Triplet Sixty Fourth,1733,8736183,0
2992,538319.0929705215,583087.1655328798,1,66,36.0,3.0,Dotted Quarter,1733,8736183,0
2993,553737.1428571428,569155.1927437641,1,62,37.0,1.0,Eighth,1733,8736183,0
2994,569155.1927437641,583087.1655328798,1,50,38.0,1.0,Eighth,1733,8736183,0
2995,583087.1655328798,584573.2426303854,1,42,39.0,0.1,Triplet Sixty Fourth,1733,8736183,0
2996,583087.1655328798,626183.0385487528,1,66,39.0,3.0,Dotted Quarter,1733,8736183,0
2997,598690.9750566893,610579.5918367347,1,61,40.0,1.0,Eighth,1733,8736183,0
2998,610579.5918367347,626183.0385487528,1,49,41.0,1.0,Eighth,1733,8736183,0
2999,620982.1315192743,626183.0385487528,1,69,41.75,0.25,Thirty Second,1733,8736183,0
3000,626183.0385487528,627483.7188208617,1,68,42.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3001,626183.0385487528,627483.7188208617,1,37,42.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3002,626183.0385487528,638815.0566893424,1,65,42.0,1.0,Eighth,1733,8736183,0
3003,638815.0566893424,648103.0385487528,1,68,43.0,0.75,Dotted Sixteenth,1733,8736183,0
3004,638815.0566893424,652375.5102040817,1,65,43.0,1.0,Eighth,1733,8736183,0
3005,638815.0566893424,652375.5102040817,1,61,43.0,1.0,Eighth,1733,8736183,0
3006,648103.0385487528,652375.5102040817,1,69,43.75,0.25,Thirty Second,1733,8736183,0
3007,652375.5102040817,666121.7233560091,1,65,44.0,1.0,Eighth,1733,8736183,0
3008,652375.5102040817,666121.7233560091,1,68,44.0,1.0,Eighth,1733,8736183,0
3009,652375.5102040817,666121.7233560091,1,61,44.0,1.0,Eighth,1733,8736183,0
3010,652375.5102040817,666121.7233560091,1,49,44.0,1.0,Eighth,1733,8736183,0
3011,666121.7233560091,667236.2811791383,1,42,45.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3012,666121.7233560091,709960.9977324263,1,66,45.0,3.0,Dotted Quarter,1733,8736183,0
3013,666121.7233560091,709960.9977324263,1,61,45.0,3.0,Dotted Quarter,1733,8736183,0
3014,681725.5328798186,693799.9092970522,1,57,46.0,1.0,Eighth,1733,8736183,0
3015,693799.9092970522,709960.9977324263,1,49,47.0,1.0,Eighth,1733,8736183,0
3016,706803.0839002267,709960.9977324263,1,69,47.75,0.25,Thirty Second,1733,8736183,0
3017,709960.9977324263,711632.8344671202,1,68,48.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3018,709960.9977324263,711632.8344671202,1,37,48.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3019,709960.9977324263,722221.133786848,1,65,48.0,1.0,Eighth,1733,8736183,0
3020,722221.133786848,733552.4716553288,1,68,49.0,0.75,Dotted Sixteenth,1733,8736183,0
3021,722221.133786848,737453.4240362812,1,65,49.0,1.0,Eighth,1733,8736183,0
3022,722221.133786848,737453.4240362812,1,61,49.0,1.0,Eighth,1733,8736183,0
3023,733552.4716553288,737453.4240362812,1,69,49.75,0.25,Thirty Second,1733,8736183,0
3024,737453.4240362812,755100.589569161,1,49,50.0,1.0,Eighth,1733,8736183,0
3025,737453.4240362812,755100.589569161,1,68,50.0,1.0,Eighth,1733,8736183,0
3026,737453.4240362812,755100.589569161,1,65,50.0,1.0,Eighth,1733,8736183,0
3027,737453.4240362812,755100.589569161,1,61,50.0,1.0,Eighth,1733,8736183,0
3028,755100.589569161,756215.1473922903,1,42,51.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3029,755100.589569161,798382.5850340136,1,66,51.0,3.0,Dotted Quarter,1733,8736183,0
3030,755100.589569161,798382.5850340136,1,61,51.0,3.0,Dotted Quarter,1733,8736183,0
3031,755100.589569161,798382.5850340136,1,57,51.0,3.0,Dotted Quarter,1733,8736183,0
3032,767546.485260771,782035.7369614512,1,49,52.0,1.0,Eighth,1733,8736183,0
3033,782035.7369614512,798382.5850340136,1,54,53.0,1.0,Eighth,1733,8736183,0
3034,798382.5850340136,842593.3786848072,1,69,54.0,3.0,Dotted Quarter,1733,8736183,0
3035,798382.5850340136,799311.3832199547,1,40,54.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3036,814729.433106576,827546.8480725624,1,57,55.0,1.0,Eighth,1733,8736183,0
3037,827546.8480725624,842593.3786848072,1,49,56.0,1.0,Eighth,1733,8736183,0
3038,842593.3786848072,848351.9274376418,1,40,57.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3039,842593.3786848072,885132.335600907,1,68,57.0,3.0,Dotted Quarter,1733,8736183,0
3040,858568.7074829933,873243.7188208617,1,59,58.0,1.0,Eighth,1733,8736183,0
3041,873243.7188208617,885132.335600907,1,50,59.0,1.0,Eighth,1733,8736183,0
3042,881974.4217687075,885132.335600907,1,71,59.75,0.25,Thirty Second,1733,8736183,0
3043,885132.335600907,887361.4512471656,1,40,60.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3044,885132.335600907,895349.1156462585,1,69,60.0,0.5,Sixteenth,1733,8736183,0
3045,895349.1156462585,901293.4240362812,1,68,60.5,0.5,Sixteenth,1733,8736183,0
3046,901293.4240362812,911138.6848072562,1,69,61.0,0.75,Dotted Sixteenth,1733,8736183,0
3047,901293.4240362812,914296.5986394556,1,57,61.0,1.0,Eighth,1733,8736183,0
3048,911138.6848072562,914296.5986394556,1,73,61.75,0.25,Thirty Second,1733,8736183,0
3049,914296.5986394556,928785.850340136,1,49,62.0,1.0,Eighth,1733,8736183,0
3050,914296.5986394556,928785.850340136,1,69,62.0,1.0,Eighth,1733,8736183,0
3051,928785.850340136,929714.648526077,1,40,63.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3052,928785.850340136,970581.768707483,1,68,63.0,3.0,Dotted Quarter,1733,8736183,0
3053,943832.380952381,958135.873015873,1,59,64.0,1.0,Eighth,1733,8736183,0
3054,958135.873015873,970581.768707483,1,50,65.0,1.0,Eighth,1733,8736183,0
3055,970581.768707483,971510.566893424,1,40,66.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3056,970581.768707483,1002346.6666666666,1,73,66.0,2.0,Quarter,1733,8736183,0
3057,988600.4535147392,1002346.6666666666,1,57,67.0,1.0,Eighth,1733,8736183,0
3058,1002346.6666666666,1005133.0612244898,1,73,68.0,0.2,Triplet Thirty Second,1733,8736183,0
3059,1002346.6666666666,1015907.120181406,1,49,68.0,1.0,Eighth,1733,8736183,0
3060,1004947.3015873017,1007176.41723356,1,74,68.1833333333,0.2,Triplet Thirty Second,1733,8736183,0
3061,1007176.41723356,1009219.7732426304,1,73,68.4,0.2,Triplet Thirty Second,1733,8736183,0
3062,1009219.7732426304,1012749.2063492064,1,71,68.5833333333,0.2,Triplet Thirty Second,1733,8736183,0
3063,1012749.2063492064,1015907.120181406,1,73,68.8,0.2,Triplet Thirty Second,1733,8736183,0
3064,1015907.120181406,1018693.514739229,1,40,69.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3065,1015907.120181406,1031510.9297052154,1,76,69.0,1.0,Eighth,1733,8736183,0
3066,1031510.9297052154,1046371.700680272,1,56,70.0,1.0,Eighth,1733,8736183,0
3067,1031510.9297052154,1059560.2721088436,1,74,70.0,2.0,Quarter,1733,8736183,0
3068,1046371.700680272,1059560.2721088436,1,47,71.0,1.0,Eighth,1733,8736183,0
3069,1059560.2721088436,1066247.9818594104,1,74,72.0,0.5,Sixteenth,1733,8736183,0
3070,1059560.2721088436,1060675.1927437645,1,40,72.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3071,1066247.9818594104,1074792.925170068,1,73,72.5,0.5,Sixteenth,1733,8736183,0
3072,1074792.925170068,1076279.0022675735,1,49,73.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3073,1074792.925170068,1076279.0022675735,1,41,73.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3074,1074792.925170068,1080179.9546485262,1,73,73.0,0.5,Sixteenth,1733,8736183,0
3075,1074792.925170068,1088353.378684807,1,68,73.0,1.0,Eighth,1733,8736183,0
3076,1080179.9546485262,1088353.378684807,1,71,73.5,0.5,Sixteenth,1733,8736183,0
3077,1088353.378684807,1089467.9365079366,1,42,74.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3078,1088353.378684807,1089467.9365079366,1,49,74.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3079,1088353.378684807,1095040.7256235827,1,71,74.0,0.5,Sixteenth,1733,8736183,0
3080,1088353.378684807,1102099.2290249432,1,66,74.0,1.0,Eighth,1733,8736183,0
3081,1095040.7256235827,1102099.2290249432,1,69,74.5,0.5,Sixteenth,1733,8736183,0
3082,1102099.2290249432,1103028.3900226755,1,37,75.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3083,1102099.2290249432,1149654.0589569162,1,68,75.0,3.0,Dotted Quarter,1733,8736183,0
3084,1102099.2290249432,1149654.0589569162,1,65,75.0,3.0,Dotted Quarter,1733,8736183,0
3085,1117703.401360544,1132749.931972789,1,61,76.0,1.0,Eighth,1733,8736183,0
3086,1132749.931972789,1149654.0589569162,1,49,77.0,1.0,Eighth,1733,8736183,0
3087,1149654.0589569162,1154854.9659863946,1,42,78.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3088,1149654.0589569162,1197765.8049886622,1,71,78.0,3.0,Dotted Quarter,1733,8736183,0
3089,1149654.0589569162,1197765.8049886622,1,66,78.0,3.0,Dotted Quarter,1733,8736183,0
3090,1149654.0589569162,1197765.8049886622,1,78,78.0,3.0,Dotted Quarter,1733,8736183,0
3091,1166186.6666666667,1185505.6689342405,1,62,79.0,1.0,Eighth,1733,8736183,0
3092,1185505.6689342405,1197765.8049886622,1,50,80.0,1.0,Eighth,1733,8736183,0
3093,1197765.8049886622,1240862.0408163266,1,73,81.0,3.0,Dotted Quarter,1733,8736183,0
3094,1197765.8049886622,1199623.401360544,1,42,81.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3095,1197765.8049886622,1240862.0408163266,1,66,81.0,3.0,Dotted Quarter,1733,8736183,0
3096,1212069.297052154,1225258.231292517,1,61,82.0,1.0,Eighth,1733,8736183,0
3097,1225258.231292517,1240862.0408163266,1,49,83.0,1.0,Eighth,1733,8736183,0
3098,1237518.3673469387,1240862.0408163266,1,69,83.75,0.25,Thirty Second,1733,8736183,0
3099,1240862.0408163266,1253679.455782313,1,65,84.0,1.0,Eighth,1733,8736183,0
3100,1240862.0408163266,1241976.2358276644,1,68,84.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3101,1240862.0408163266,1241976.2358276644,1,37,84.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3102,1240862.0408163266,1253679.455782313,1,73,84.0,1.0,Eighth,1733,8736183,0
3103,1253679.455782313,1268354.4671201813,1,65,85.0,1.0,Eighth,1733,8736183,0
3104,1253679.455782313,1264081.9954648523,1,68,85.0,0.75,Dotted Sixteenth,1733,8736183,0
3105,1253679.455782313,1268354.4671201813,1,73,85.0,1.0,Eighth,1733,8736183,0
3106,1253679.455782313,1268354.4671201813,1,61,85.0,1.0,Eighth,1733,8736183,0
3107,1264081.9954648523,1268354.4671201813,1,69,85.75,0.25,Thirty Second,1733,8736183,0
3108,1268354.4671201813,1286558.5487528346,1,68,86.0,1.0,Eighth,1733,8736183,0
3109,1268354.4671201813,1286558.5487528346,1,73,86.0,1.0,Eighth,1733,8736183,0
3110,1268354.4671201813,1286558.5487528346,1,65,86.0,1.0,Eighth,1733,8736183,0
3111,1268354.4671201813,1286558.5487528346,1,49,86.0,1.0,Eighth,1733,8736183,0
3112,1286558.5487528346,1330955.4648526078,1,66,87.0,3.0,Dotted Quarter,1733,8736183,0
3113,1286558.5487528346,1288230.7482993198,1,42,87.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3114,1286558.5487528346,1330955.4648526078,1,73,87.0,3.0,Dotted Quarter,1733,8736183,0
3115,1286558.5487528346,1330955.4648526078,1,69,87.0,3.0,Dotted Quarter,1733,8736183,0
3116,1301048.163265306,1316094.693877551,1,61,88.0,1.0,Eighth,1733,8736183,0
3117,1316094.693877551,1330955.4648526078,1,49,89.0,1.0,Eighth,1733,8736183,0
3118,1327797.551020408,1330955.4648526078,1,69,89.75,0.25,Thirty Second,1733,8736183,0
3119,1330955.4648526078,1333184.2176870748,1,37,90.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3120,1330955.4648526078,1333184.2176870748,1,68,90.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3121,1330955.4648526078,1346187.7551020407,1,65,90.0,1.0,Eighth,1733,8736183,0
3122,1330955.4648526078,1346187.7551020407,1,61,90.0,1.0,Eighth,1733,8736183,0
3123,1346187.7551020407,1363091.8820861678,1,65,91.0,1.0,Eighth,1733,8736183,0
3124,1346187.7551020407,1358819.410430839,1,68,91.0,0.75,Dotted Sixteenth,1733,8736183,0
3125,1346187.7551020407,1363091.8820861678,1,61,91.0,1.0,Eighth,1733,8736183,0
3126,1358819.410430839,1363091.8820861678,1,69,91.75,0.25,Thirty Second,1733,8736183,0
3127,1363091.8820861678,1377581.133786848,1,49,92.0,1.0,Eighth,1733,8736183,0
3128,1363091.8820861678,1377581.133786848,1,68,92.0,1.0,Eighth,1733,8736183,0
3129,1363091.8820861678,1377581.133786848,1,65,92.0,1.0,Eighth,1733,8736183,0
3130,1363091.8820861678,1377581.133786848,1,61,92.0,1.0,Eighth,1733,8736183,0
3131,1377581.133786848,1379252.970521542,1,42,93.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3132,1377581.133786848,1428107.7551020407,1,66,93.0,3.0,Dotted Quarter,1733,8736183,0
3133,1377581.133786848,1428107.7551020407,1,61,93.0,3.0,Dotted Quarter,1733,8736183,0
3134,1377581.133786848,1428107.7551020407,1,57,93.0,3.0,Dotted Quarter,1733,8736183,0
3135,1387983.3106575964,1389098.231292517,1,49,94.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3136,1409160.2721088436,1411203.6281179138,1,54,95.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3137,1428107.7551020407,1471018.231292517,1,69,96.0,3.0,Dotted Quarter,1733,8736183,0
3138,1428107.7551020407,1429222.3129251702,1,42,96.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3139,1428107.7551020407,1471018.231292517,1,81,96.0,3.0,Dotted Quarter,1733,8736183,0
3140,1442597.0068027212,1456714.7392290249,1,61,97.0,1.0,Eighth,1733,8736183,0
3141,1456714.7392290249,1471018.231292517,1,49,98.0,1.0,Eighth,1733,8736183,0
3142,1471018.231292517,1474361.9047619049,1,41,99.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3143,1471018.231292517,1514485.986394558,1,80,99.0,3.0,Dotted Quarter,1733,8736183,0
3144,1471018.231292517,1514485.986394558,1,68,99.0,3.0,Dotted Quarter,1733,8736183,0
3145,1486064.761904762,1498696.41723356,1,61,100.0,1.0,Eighth,1733,8736183,0
3146,1498696.41723356,1514485.986394558,1,49,101.0,1.0,Eighth,1733,8736183,0
3147,1514485.986394558,1520616.0544217688,1,69,102.0,0.5,Sixteenth,1733,8736183,0
3148,1514485.986394558,1515600.544217687,1,42,102.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3149,1514485.986394558,1520616.0544217688,1,81,102.0,0.5,Sixteenth,1733,8736183,0
3150,1520616.0544217688,1530275.5555555555,1,80,102.5,0.5,Sixteenth,1733,8736183,0
3151,1520616.0544217688,1530275.5555555555,1,68,102.5,0.5,Sixteenth,1733,8736183,0
3152,1530275.5555555555,1539006.2585034014,1,69,103.0,0.75,Dotted Sixteenth,1733,8736183,0
3153,1530275.5555555555,1539006.2585034014,1,81,103.0,0.75,Dotted Sixteenth,1733,8736183,0
3154,1530275.5555555555,1542907.2108843538,1,61,103.0,1.0,Eighth,1733,8736183,0
3155,1539006.2585034014,1542907.2108843538,1,85,103.75,0.25,Thirty Second,1733,8736183,0
3156,1539006.2585034014,1542907.2108843538,1,73,103.75,0.25,Thirty Second,1733,8736183,0
3157,1542907.2108843538,1559439.8185941044,1,69,104.0,1.0,Eighth,1733,8736183,0
3158,1542907.2108843538,1559439.8185941044,1,81,104.0,1.0,Eighth,1733,8736183,0
3159,1542907.2108843538,1559439.8185941044,1,49,104.0,1.0,Eighth,1733,8736183,0
3160,1559439.8185941044,1561111.655328798,1,41,105.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3161,1559439.8185941044,1600678.4580498866,1,80,105.0,3.0,Dotted Quarter,1733,8736183,0
3162,1559439.8185941044,1600678.4580498866,1,68,105.0,3.0,Dotted Quarter,1733,8736183,0
3163,1573557.551020408,1586374.9659863946,1,61,106.0,1.0,Eighth,1733,8736183,0
3164,1586374.9659863946,1600678.4580498866,1,49,107.0,1.0,Eighth,1733,8736183,0
3165,1600678.4580498866,1642660.1360544218,1,85,108.0,3.0,Dotted Quarter,1733,8736183,0
3166,1600678.4580498866,1601607.2562358277,1,45,108.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3167,1600678.4580498866,1642660.1360544218,1,73,108.0,3.0,Dotted Quarter,1733,8736183,0
3168,1613124.3537414966,1628728.163265306,1,61,109.0,1.0,Eighth,1733,8736183,0
3169,1628728.163265306,1642660.1360544218,1,49,110.0,1.0,Eighth,1733,8736183,0
3170,1642660.1360544218,1685384.8526077098,1,86,111.0,3.0,Dotted Quarter,1733,8736183,0
3171,1642660.1360544218,1644146.213151927,1,47,111.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3172,1642660.1360544218,1685384.8526077098,1,74,111.0,3.0,Dotted Quarter,1733,8736183,0
3173,1658263.9455782312,1685384.8526077098,1,77,112.0,2.0,Quarter,1733,8736183,0
3174,1658263.9455782312,1672381.6780045351,1,61,112.0,1.0,Eighth,1733,8736183,0
3175,1672381.6780045351,1685384.8526077098,1,49,113.0,1.0,Eighth,1733,8736183,0
3176,1685384.8526077098,1700059.8639455782,1,78,114.0,1.0,Eighth,1733,8736183,0
3177,1685384.8526077098,1689471.5646258504,1,45,114.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3178,1685384.8526077098,1694301.3151927437,1,86,114.0,0.5,Sixteenth,1733,8736183,0
3179,1685384.8526077098,1694301.3151927437,1,74,114.0,0.5,Sixteenth,1733,8736183,0
3180,1694301.3151927437,1700059.8639455782,1,85,114.5,0.5,Sixteenth,1733,8736183,0
3181,1694301.3151927437,1700059.8639455782,1,73,114.5,0.5,Sixteenth,1733,8736183,0
3182,1700059.8639455782,1705446.8934240362,1,85,115.0,0.5,Sixteenth,1733,8736183,0
3183,1700059.8639455782,1705446.8934240362,1,73,115.0,0.5,Sixteenth,1733,8736183,0
3184,1700059.8639455782,1712320.0,1,77,115.0,1.0,Eighth,1733,8736183,0
3185,1700059.8639455782,1701917.4603174604,1,44,115.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3186,1705446.8934240362,1712320.0,1,83,115.5,0.5,Sixteenth,1733,8736183,0
3187,1705446.8934240362,1712320.0,1,71,115.5,0.5,Sixteenth,1733,8736183,0
3188,1712320.0,1720679.1836734691,1,83,116.0,0.5,Sixteenth,1733,8736183,0
3189,1712320.0,1720679.1836734691,1,71,116.0,0.5,Sixteenth,1733,8736183,0
3190,1712320.0,1728295.328798186,1,78,116.0,1.0,Eighth,1733,8736183,0
3191,1712320.0,1713434.5578231292,1,42,116.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3192,1720679.1836734691,1728295.328798186,1,69,116.5,0.5,Sixteenth,1733,8736183,0
3193,1720679.1836734691,1728295.328798186,1,81,116.5,0.5,Sixteenth,1733,8736183,0
3194,1728295.328798186,1775292.5170068026,1,68,117.0,3.0,Dotted Quarter,1733,8736183,0
3195,1728295.328798186,1729595.6462585034,1,37,117.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3196,1728295.328798186,1775292.5170068026,1,80,117.0,3.0,Dotted Quarter,1733,8736183,0
3197,1728295.328798186,1775292.5170068026,1,77,117.0,3.0,Dotted Quarter,1733,8736183,0
3198,1747614.3310657595,1759688.7074829931,1,61,118.0,1.0,Eighth,1733,8736183,0
3199,1759688.7074829931,1775292.5170068026,1,49,119.0,1.0,Eighth,1733,8736183,0
3200,1775292.5170068026,1818202.9931972788,1,81,120.0,3.0,Dotted Quarter,1733,8736183,0
3201,1775292.5170068026,1776221.3151927437,1,42,120.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3202,1775292.5170068026,1818202.9931972788,1,69,120.0,3.0,Dotted Quarter,1733,8736183,0
3203,1791267.8458049886,1802041.9047619049,1,61,121.0,1.0,Eighth,1733,8736183,0
3204,1802041.9047619049,1818202.9931972788,1,49,122.0,1.0,Eighth,1733,8736183,0
3205,1818202.9931972788,1820989.387755102,1,41,123.0,0.1,Triplet Sixty Fourth,1733,8736183,0
3206,1818202.9931972788,1861856.507936508,1,80,123.0,3.0,Dotted Quarter,1733,8736183,0
3207,1818202.9931972788,1861856.507936508,1,68,123.0,3.0,Dotted Quarter,1733,8736183,0
3208,1832692.2448979593,1845323.9002267576,1,61,124.0,1.0,Eighth,1733,8736183,0
